flight_id,flight_date,aircraft_registration,route_id,origin,destination,left_engine_serial_number,right_engine_serial_number,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,flight_duration_min,block_hours,air_hours,flight_cycles,weather,delay_minutes,flight_status
21361,2025-09-06,VT-JAA027,R012,BOM,CCU,ESN700055,ESN700056,2025-09-06 22:00:00,2025-09-06 22:00:00,2025-09-07 00:40:00,2025-09-07 00:40:00,160,2.6666666666666665,2.6666666666666665,1,STORM,0,DELAYED
21362,2025-08-15,VT-JAA010,R010,BOM,HYD,ESN700024,ESN700025,2025-08-15 14:00:00,2025-08-15 14:00:00,2025-08-15 15:20:00,2025-08-15 15:20:00,80,1.3333333333333333,1.3333333333333333,1,RAIN,0,COMPLETED
21363,2025-08-29,VT-JAA004,R031,CCU,GAU,ESN700010,ESN700011,2025-08-29 00:00:00,2025-08-29 01:15:00,2025-08-29 01:00:00,2025-08-29 02:15:00,60,1.0,1.0,1,STORM,75,COMPLETED
21364,2025-03-16,VT-JAA020,R045,HYD,DXB,ESN700041,ESN700042,2025-03-16 15:00:00,2025-03-16 15:13:00,2025-03-16 18:40:00,2025-03-16 18:53:00,220,3.6666666666666665,3.6666666666666665,1,RAIN,13,DELAYED
21365,2025-01-17,VT-JAA027,R022,HYD,VTZ,ESN700055,ESN700056,2025-01-17 21:00:00,2025-01-17 21:29:00,2025-01-17 22:00:00,2025-01-17 22:29:00,60,1.0,1.0,1,CLOUDY,29,COMPLETED
21366,2025-02-20,VT-JAA005,R023,HYD,VGA,ESN700012,ESN700013,2025-02-20 02:00:00,2025-02-20 02:00:00,2025-02-20 02:40:00,2025-02-20 02:40:00,40,0.6666666666666666,0.6666666666666666,1,CLOUDY,0,COMPLETED
21367,2025-08-16,VT-JAA013,R052,CCU,DAC,ESN700028,ESN700029,2025-08-16 01:00:00,2025-08-16 01:00:00,2025-08-16 01:45:00,2025-08-16 01:45:00,45,0.75,0.75,1,RAIN,0,DELAYED
21368,2025-07-13,VT-JAA011,R023,HYD,VGA,ESN700026,ESN700027,2025-07-13 14:00:00,2025-07-13 14:13:00,2025-07-13 14:40:00,2025-07-13 14:53:00,40,0.6666666666666666,0.6666666666666666,1,CLOUDY,13,COMPLETED
21369,2025-10-07,VT-JAA004,R015,BOM,PNQ,ESN700010,ESN700011,2025-10-07 03:00:00,2025-10-07 03:00:00,2025-10-07 03:40:00,2025-10-07 03:40:00,40,0.6666666666666666,0.6666666666666666,1,CLEAR,0,COMPLETED
21370,2025-08-26,VT-JAA001,R026,MAA,COK,ESN700001,ESN700002,2025-08-26 13:00:00,2025-08-26 13:00:00,2025-08-26 14:00:00,2025-08-26 14:00:00,60,1.0,1.0,1,RAIN,0,CANCELLED
21371,2025-09-28,VT-JAA014,R003,DEL,HYD,ESN700030,ESN700031,2025-09-28 08:00:00,2025-09-28 08:20:00,2025-09-28 10:15:00,2025-09-28 10:35:00,135,2.25,2.25,1,CLOUDY,20,COMPLETED
21372,2025-06-06,VT-JAA014,R023,HYD,VGA,ESN700030,ESN700031,2025-06-06 21:00:00,2025-06-06 21:00:00,2025-06-06 21:40:00,2025-06-06 21:40:00,40,0.6666666666666666,0.6666666666666666,1,STORM,0,DELAYED
21373,2025-09-11,VT-JAA011,R020,BLR,VTZ,ESN700026,ESN700027,2025-09-11 08:00:00,2025-09-11 08:00:00,2025-09-11 09:30:00,2025-09-11 09:30:00,90,1.5,1.5,1,FOG,0,DELAYED
21374,2025-11-04,VT-JAA029,R045,HYD,DXB,ESN700057,ESN700058,2025-11-04 13:00:00,2025-11-04 13:27:00,2025-11-04 16:40:00,2025-11-04 17:07:00,220,3.6666666666666665,3.6666666666666665,1,FOG,27,DELAYED
21375,2025-11-06,VT-JAA005,R040,MAA,CMB,ESN700012,ESN700013,2025-11-06 14:00:00,2025-11-06 14:00:00,2025-11-06 15:15:00,2025-11-06 15:15:00,75,1.25,1.25,1,CLOUDY,0,COMPLETED
21376,2025-11-10,VT-JAA029,R057,CCU,BKK,ESN700057,ESN700058,2025-11-10 23:00:00,2025-11-10 23:00:00,2025-11-11 01:25:00,2025-11-11 01:25:00,145,2.4166666666666665,2.4166666666666665,1,STORM,0,DELAYED
21377,2025-10-28,VT-JAA024,R039,HYD,AUH,ESN700049,ESN700050,2025-10-28 04:00:00,2025-10-28 04:00:00,2025-10-28 07:45:00,2025-10-28 07:45:00,225,3.75,3.75,1,STORM,0,COMPLETED
21378,2025-04-28,VT-JAA026,R056,DEL,BKK,ESN700053,ESN700054,2025-04-28 23:00:00,2025-04-28 23:00:00,2025-04-29 03:10:00,2025-04-29 03:10:00,250,4.166666666666667,4.166666666666667,1,FOG,0,COMPLETED
21379,2025-11-29,VT-JAA003,R008,DEL,COK,ESN700006,ESN700008,2025-11-29 01:00:00,2025-11-29 01:54:00,2025-11-29 04:10:00,2025-11-29 05:04:00,190,3.1666666666666665,3.1666666666666665,1,CLEAR,54,CANCELLED
21380,2025-02-19,VT-JAA010,R018,BLR,COK,ESN700024,ESN700025,2025-02-19 23:00:00,2025-02-19 23:00:00,2025-02-19 23:55:00,2025-02-19 23:55:00,55,0.9166666666666666,0.9166666666666666,1,CLEAR,0,COMPLETED
21381,2025-10-05,VT-JAA021,R041,COK,DXB,ESN700043,ESN700044,2025-10-05 16:00:00,2025-10-05 16:35:00,2025-10-05 20:00:00,2025-10-05 20:35:00,240,4.0,4.0,1,RAIN,35,DELAYED
21382,2025-02-21,VT-JAA022,R006,DEL,AMD,ESN700045,ESN700046,2025-02-21 10:00:00,2025-02-21 10:17:00,2025-02-21 11:30:00,2025-02-21 11:47:00,90,1.5,1.5,1,RAIN,17,COMPLETED
21383,2025-06-30,VT-JAA004,R027,MAA,TRV,ESN700010,ESN700011,2025-06-30 12:00:00,2025-06-30 12:09:00,2025-06-30 13:05:00,2025-06-30 13:14:00,65,1.0833333333333333,1.0833333333333333,1,STORM,9,DELAYED
21384,2025-01-31,VT-JAA029,R036,DEL,DXB,ESN700057,ESN700058,2025-01-31 11:00:00,2025-01-31 11:29:00,2025-01-31 14:30:00,2025-01-31 14:59:00,210,3.5,3.5,1,FOG,29,COMPLETED
21385,2025-11-23,VT-JAA020,R015,BOM,PNQ,ESN700041,ESN700042,2025-11-23 02:00:00,2025-11-23 02:24:00,2025-11-23 02:40:00,2025-11-23 03:04:00,40,0.6666666666666666,0.6666666666666666,1,CLOUDY,24,COMPLETED
21386,2025-09-03,VT-JAA016,R037,BOM,DXB,ESN700034,ESN700037,2025-09-03 22:00:00,2025-09-03 22:00:00,2025-09-04 01:00:00,2025-09-04 01:00:00,180,3.0,3.0,1,RAIN,0,DELAYED
21387,2025-03-31,VT-JAA011,R058,MAA,KUL,ESN700026,ESN700027,2025-03-31 19:00:00,2025-03-31 19:00:00,2025-03-31 22:50:00,2025-03-31 22:50:00,230,3.8333333333333335,3.8333333333333335,1,CLEAR,0,COMPLETED
21388,2025-01-31,VT-JAA013,R005,DEL,CCU,ESN700028,ESN700029,2025-01-31 12:00:00,2025-01-31 12:00:00,2025-01-31 14:10:00,2025-01-31 14:10:00,130,2.1666666666666665,2.1666666666666665,1,STORM,0,COMPLETED
21389,2025-04-12,VT-JAA002,R039,HYD,AUH,ESN700003,ESN700005,2025-04-12 14:00:00,2025-04-12 14:00:00,2025-04-12 17:45:00,2025-04-12 17:45:00,225,3.75,3.75,1,RAIN,0,COMPLETED
21390,2025-08-18,VT-JAA007,R009,BOM,BLR,ESN700016,ESN700018,2025-08-18 10:00:00,2025-08-18 10:00:00,2025-08-18 11:35:00,2025-08-18 11:35:00,95,1.5833333333333333,1.5833333333333333,1,STORM,0,DELAYED
21391,2025-04-07,VT-JAA029,R007,DEL,GOX,ESN700057,ESN700058,2025-04-07 15:00:00,2025-04-07 15:00:00,2025-04-07 17:30:00,2025-04-07 17:30:00,150,2.5,2.5,1,CLOUDY,0,COMPLETED
21392,2025-03-08,VT-JAA025,R041,COK,DXB,ESN700051,ESN700052,2025-03-08 06:00:00,2025-03-08 06:00:00,2025-03-08 10:00:00,2025-03-08 10:00:00,240,4.0,4.0,1,RAIN,0,DELAYED
21393,2025-07-11,VT-JAA005,R020,BLR,VTZ,ESN700012,ESN700013,2025-07-11 00:00:00,2025-07-11 00:00:00,2025-07-11 01:30:00,2025-07-11 01:30:00,90,1.5,1.5,1,FOG,0,COMPLETED
21394,2025-07-30,VT-JAA022,R010,BOM,HYD,ESN700045,ESN700046,2025-07-30 22:00:00,2025-07-30 22:00:00,2025-07-30 23:20:00,2025-07-30 23:20:00,80,1.3333333333333333,1.3333333333333333,1,CLOUDY,0,COMPLETED
21395,2025-05-17,VT-JAA004,R026,MAA,COK,ESN700010,ESN700011,2025-05-17 18:00:00,2025-05-17 18:00:00,2025-05-17 19:00:00,2025-05-17 19:00:00,60,1.0,1.0,1,CLEAR,0,COMPLETED
21396,2025-12-05,VT-JAA010,R004,DEL,MAA,ESN700024,ESN700025,2025-12-05 17:00:00,2025-12-05 17:53:00,2025-12-05 19:50:00,2025-12-05 20:43:00,170,2.8333333333333335,2.8333333333333335,1,STORM,53,DELAYED
21397,2025-07-03,VT-JAA027,R038,BLR,SIN,ESN700055,ESN700056,2025-07-03 08:00:00,2025-07-03 08:00:00,2025-07-03 12:15:00,2025-07-03 12:15:00,255,4.25,4.25,1,CLOUDY,0,COMPLETED
21398,2025-02-25,VT-JAA029,R024,HYD,CCU,ESN700057,ESN700058,2025-02-25 17:00:00,2025-02-25 17:47:00,2025-02-25 19:00:00,2025-02-25 19:47:00,120,2.0,2.0,1,CLOUDY,47,COMPLETED
21399,2025-09-07,VT-JAA001,R014,BOM,AMD,ESN700001,ESN700002,2025-09-07 02:00:00,2025-09-07 02:00:00,2025-09-07 03:00:00,2025-09-07 03:00:00,60,1.0,1.0,1,CLOUDY,0,DELAYED
21400,2025-10-09,VT-JAA029,R041,COK,DXB,ESN700057,ESN700058,2025-10-09 02:00:00,2025-10-09 03:54:00,2025-10-09 06:00:00,2025-10-09 07:54:00,240,4.0,4.0,1,STORM,114,DELAYED
21401,2025-03-01,VT-JAA027,R001,DEL,BOM,ESN700055,ESN700056,2025-03-01 03:00:00,2025-03-01 03:00:00,2025-03-01 05:05:00,2025-03-01 05:05:00,125,2.0833333333333335,2.0833333333333335,1,FOG,0,CANCELLED
21402,2025-05-08,VT-JAA004,R017,BLR,MAA,ESN700010,ESN700011,2025-05-08 15:00:00,2025-05-08 15:00:00,2025-05-08 15:50:00,2025-05-08 15:50:00,50,0.8333333333333334,0.8333333333333334,1,STORM,0,COMPLETED
21403,2025-07-24,VT-JAA023,R045,HYD,DXB,ESN700047,ESN700048,2025-07-24 10:00:00,2025-07-24 10:00:00,2025-07-24 13:40:00,2025-07-24 13:40:00,220,3.6666666666666665,3.6666666666666665,1,STORM,0,COMPLETED
21404,2025-08-02,VT-JAA016,R024,HYD,CCU,ESN700034,ESN700037,2025-08-02 22:00:00,2025-08-02 22:00:00,2025-08-03 00:00:00,2025-08-03 00:00:00,120,2.0,2.0,1,CLEAR,0,COMPLETED
21405,2025-05-07,VT-JAA023,R027,MAA,TRV,ESN700047,ESN700048,2025-05-07 22:00:00,2025-05-07 22:00:00,2025-05-07 23:05:00,2025-05-07 23:05:00,65,1.0833333333333333,1.0833333333333333,1,STORM,0,DELAYED
21406,2025-03-13,VT-JAA029,R007,DEL,GOX,ESN700057,ESN700058,2025-03-13 14:00:00,2025-03-13 14:00:00,2025-03-13 16:30:00,2025-03-13 16:30:00,150,2.5,2.5,1,STORM,0,COMPLETED
21407,2025-08-04,VT-JAA003,R009,BOM,BLR,ESN700006,ESN700008,2025-08-04 08:00:00,2025-08-04 08:00:00,2025-08-04 09:35:00,2025-08-04 09:35:00,95,1.5833333333333333,1.5833333333333333,1,FOG,0,DELAYED
21408,2025-03-31,VT-JAA023,R043,DEL,KTM,ESN700047,ESN700048,2025-03-31 07:00:00,2025-03-31 07:00:00,2025-03-31 08:30:00,2025-03-31 08:30:00,90,1.5,1.5,1,STORM,0,COMPLETED
21409,2025-11-10,VT-JAA013,R035,CCU,VTZ,ESN700028,ESN700029,2025-11-10 21:00:00,2025-11-10 21:00:00,2025-11-10 22:30:00,2025-11-10 22:30:00,90,1.5,1.5,1,STORM,0,COMPLETED
21410,2025-08-21,VT-JAA024,R058,MAA,KUL,ESN700049,ESN700050,2025-08-21 05:00:00,2025-08-21 05:00:00,2025-08-21 08:50:00,2025-08-21 08:50:00,230,3.8333333333333335,3.8333333333333335,1,STORM,0,COMPLETED
21411,2025-08-21,VT-JAA002,R012,BOM,CCU,ESN700003,ESN700005,2025-08-21 20:00:00,2025-08-21 20:00:00,2025-08-21 22:40:00,2025-08-21 22:40:00,160,2.6666666666666665,2.6666666666666665,1,STORM,0,DELAYED
21412,2025-03-04,VT-JAA018,R021,HYD,MAA,ESN700038,ESN700040,2025-03-04 17:00:00,2025-03-04 17:00:00,2025-03-04 18:00:00,2025-03-04 18:00:00,60,1.0,1.0,1,CLEAR,0,COMPLETED
21413,2025-09-04,VT-JAA024,R003,DEL,HYD,ESN700049,ESN700050,2025-09-04 05:00:00,2025-09-04 05:00:00,2025-09-04 07:15:00,2025-09-04 07:15:00,135,2.25,2.25,1,CLEAR,0,COMPLETED
21414,2025-05-15,VT-JAA005,R015,BOM,PNQ,ESN700012,ESN700013,2025-05-15 05:00:00,2025-05-15 05:00:00,2025-05-15 05:40:00,2025-05-15 05:40:00,40,0.6666666666666666,0.6666666666666666,1,STORM,0,COMPLETED
21415,2025-01-02,VT-JAA021,R021,HYD,MAA,ESN700043,ESN700044,2025-01-02 11:00:00,2025-01-02 11:28:00,2025-01-02 12:00:00,2025-01-02 12:28:00,60,1.0,1.0,1,STORM,28,COMPLETED
21416,2025-06-10,VT-JAA013,R010,BOM,HYD,ESN700028,ESN700029,2025-06-10 04:00:00,2025-06-10 04:00:00,2025-06-10 05:20:00,2025-06-10 05:20:00,80,1.3333333333333333,1.3333333333333333,1,CLEAR,0,DELAYED
21417,2025-05-20,VT-JAA005,R033,CCU,PAT,ESN700012,ESN700013,2025-05-20 13:00:00,2025-05-20 13:00:00,2025-05-20 14:00:00,2025-05-20 14:00:00,60,1.0,1.0,1,CLEAR,0,COMPLETED
21418,2025-10-31,VT-JAA018,R046,DEL,DXB,ESN700038,ESN700040,2025-10-31 05:00:00,2025-10-31 06:51:00,2025-10-31 08:30:00,2025-10-31 10:21:00,210,3.5,3.5,1,STORM,111,COMPLETED
21419,2025-11-05,VT-JAA009,R059,BLR,CMB,ESN700021,ESN700022,2025-11-05 20:00:00,2025-11-05 20:00:00,2025-11-05 21:25:00,2025-11-05 21:25:00,85,1.4166666666666667,1.4166666666666667,1,STORM,0,COMPLETED
21420,2025-07-21,VT-JAA013,R052,CCU,DAC,ESN700028,ESN700029,2025-07-21 19:00:00,2025-07-21 19:00:00,2025-07-21 19:45:00,2025-07-21 19:45:00,45,0.75,0.75,1,FOG,0,DELAYED
21421,2025-05-05,VT-JAA014,R006,DEL,AMD,ESN700030,ESN700031,2025-05-05 18:00:00,2025-05-05 18:00:00,2025-05-05 19:30:00,2025-05-05 19:30:00,90,1.5,1.5,1,CLEAR,0,DELAYED
21422,2025-12-13,VT-JAA024,R002,DEL,BLR,ESN700049,ESN700050,2025-12-13 13:00:00,2025-12-13 13:00:00,2025-12-13 15:50:00,2025-12-13 15:50:00,170,2.8333333333333335,2.8333333333333335,1,CLEAR,0,DELAYED
21423,2025-03-23,VT-JAA014,R029,MAA,GOX,ESN700030,ESN700031,2025-03-23 00:00:00,2025-03-23 00:00:00,2025-03-23 01:30:00,2025-03-23 01:30:00,90,1.5,1.5,1,CLEAR,0,COMPLETED
21424,2025-11-20,VT-JAA003,R055,HYD,DXB,ESN700006,ESN700008,2025-11-20 19:00:00,2025-11-20 19:00:00,2025-11-20 22:40:00,2025-11-20 22:40:00,220,3.6666666666666665,3.6666666666666665,1,RAIN,0,COMPLETED
21425,2025-06-13,VT-JAA009,R040,MAA,CMB,ESN700021,ESN700022,2025-06-13 22:00:00,2025-06-13 22:00:00,2025-06-13 23:15:00,2025-06-13 23:15:00,75,1.25,1.25,1,CLOUDY,0,COMPLETED
21426,2025-12-16,VT-JAA018,R033,CCU,PAT,ESN700038,ESN700040,2025-12-16 06:00:00,2025-12-16 06:00:00,2025-12-16 07:00:00,2025-12-16 07:00:00,60,1.0,1.0,1,CLEAR,0,DELAYED
21427,2025-08-28,VT-JAA007,R004,DEL,MAA,ESN700016,ESN700018,2025-08-28 06:00:00,2025-08-28 06:00:00,2025-08-28 08:50:00,2025-08-28 08:50:00,170,2.8333333333333335,2.8333333333333335,1,RAIN,0,COMPLETED
21428,2025-08-01,VT-JAA027,R059,BLR,CMB,ESN700055,ESN700056,2025-08-01 13:00:00,2025-08-01 13:00:00,2025-08-01 14:25:00,2025-08-01 14:25:00,85,1.4166666666666667,1.4166666666666667,1,CLOUDY,0,COMPLETED
21429,2025-05-29,VT-JAA025,R004,DEL,MAA,ESN700051,ESN700052,2025-05-29 19:00:00,2025-05-29 19:00:00,2025-05-29 21:50:00,2025-05-29 21:50:00,170,2.8333333333333335,2.8333333333333335,1,CLOUDY,0,DELAYED
21430,2025-03-13,VT-JAA016,R029,MAA,GOX,ESN700034,ESN700037,2025-03-13 15:00:00,2025-03-13 15:00:00,2025-03-13 16:30:00,2025-03-13 16:30:00,90,1.5,1.5,1,CLEAR,0,COMPLETED
21431,2025-04-13,VT-JAA018,R037,BOM,DXB,ESN700038,ESN700040,2025-04-13 11:00:00,2025-04-13 11:00:00,2025-04-13 14:00:00,2025-04-13 14:00:00,180,3.0,3.0,1,CLOUDY,0,COMPLETED
21432,2025-07-02,VT-JAA025,R060,DEL,DOH,ESN700051,ESN700052,2025-07-02 22:00:00,2025-07-02 22:50:00,2025-07-03 01:50:00,2025-07-03 02:40:00,230,3.8333333333333335,3.8333333333333335,1,RAIN,50,COMPLETED
21433,2025-07-03,VT-JAA020,R060,DEL,DOH,ESN700041,ESN700042,2025-07-03 10:00:00,2025-07-03 10:00:00,2025-07-03 13:50:00,2025-07-03 13:50:00,230,3.8333333333333335,3.8333333333333335,1,CLEAR,0,COMPLETED
21434,2025-01-13,VT-JAA023,R020,BLR,VTZ,ESN700047,ESN700048,2025-01-13 17:00:00,2025-01-13 17:00:00,2025-01-13 18:30:00,2025-01-13 18:30:00,90,1.5,1.5,1,STORM,0,DELAYED
21435,2025-08-20,VT-JAA014,R041,COK,DXB,ESN700030,ESN700031,2025-08-20 11:00:00,2025-08-20 11:49:00,2025-08-20 15:00:00,2025-08-20 15:49:00,240,4.0,4.0,1,STORM,49,COMPLETED
21436,2025-05-30,VT-JAA027,R023,HYD,VGA,ESN700055,ESN700056,2025-05-30 23:00:00,2025-05-30 23:12:00,2025-05-30 23:40:00,2025-05-30 23:52:00,40,0.6666666666666666,0.6666666666666666,1,STORM,12,COMPLETED
21437,2025-09-20,VT-JAA013,R045,HYD,DXB,ESN700028,ESN700029,2025-09-20 09:00:00,2025-09-20 09:00:00,2025-09-20 12:40:00,2025-09-20 12:40:00,220,3.6666666666666665,3.6666666666666665,1,RAIN,0,COMPLETED
21438,2025-01-24,VT-JAA014,R018,BLR,COK,ESN700030,ESN700031,2025-01-24 23:00:00,2025-01-24 23:00:00,2025-01-24 23:55:00,2025-01-24 23:55:00,55,0.9166666666666666,0.9166666666666666,1,RAIN,0,COMPLETED
21439,2025-07-08,VT-JAA024,R049,HYD,AUH,ESN700049,ESN700050,2025-07-08 04:00:00,2025-07-08 04:00:00,2025-07-08 07:45:00,2025-07-08 07:45:00,225,3.75,3.75,1,CLOUDY,0,COMPLETED
21440,2025-05-13,VT-JAA027,R025,HYD,AMD,ESN700055,ESN700056,2025-05-13 23:00:00,2025-05-14 00:22:00,2025-05-14 00:35:00,2025-05-14 01:57:00,95,1.5833333333333333,1.5833333333333333,1,RAIN,82,COMPLETED
21441,2025-02-19,VT-JAA020,R001,DEL,BOM,ESN700041,ESN700042,2025-02-19 01:00:00,2025-02-19 01:00:00,2025-02-19 03:05:00,2025-02-19 03:05:00,125,2.0833333333333335,2.0833333333333335,1,CLEAR,0,COMPLETED
21442,2025-07-02,VT-JAA003,R054,BOM,MCT,ESN700006,ESN700008,2025-07-02 09:00:00,2025-07-02 09:00:00,2025-07-02 11:30:00,2025-07-02 11:30:00,150,2.5,2.5,1,FOG,0,DELAYED
21443,2025-01-26,VT-JAA003,R015,BOM,PNQ,ESN700006,ESN700008,2025-01-26 23:00:00,2025-01-26 23:00:00,2025-01-26 23:40:00,2025-01-26 23:40:00,40,0.6666666666666666,0.6666666666666666,1,STORM,0,COMPLETED
21444,2025-05-18,VT-JAA001,R034,CCU,DEL,ESN700001,ESN700002,2025-05-18 15:00:00,2025-05-18 15:00:00,2025-05-18 17:10:00,2025-05-18 17:10:00,130,2.1666666666666665,2.1666666666666665,1,CLOUDY,0,DELAYED
21445,2025-01-11,VT-JAA020,R048,BLR,SIN,ESN700041,ESN700042,2025-01-11 05:00:00,2025-01-11 05:00:00,2025-01-11 09:15:00,2025-01-11 09:15:00,255,4.25,4.25,1,CLOUDY,0,COMPLETED
21446,2025-10-23,VT-JAA016,R020,BLR,VTZ,ESN700034,ESN700037,2025-10-23 05:00:00,2025-10-23 05:00:00,2025-10-23 06:30:00,2025-10-23 06:30:00,90,1.5,1.5,1,STORM,0,DELAYED
21447,2025-04-12,VT-JAA020,R054,BOM,MCT,ESN700041,ESN700042,2025-04-12 19:00:00,2025-04-12 19:00:00,2025-04-12 21:30:00,2025-04-12 21:30:00,150,2.5,2.5,1,STORM,0,COMPLETED
21448,2025-01-11,VT-JAA026,R037,BOM,DXB,ESN700053,ESN700054,2025-01-11 23:00:00,2025-01-11 23:00:00,2025-01-12 02:00:00,2025-01-12 02:00:00,180,3.0,3.0,1,CLEAR,0,COMPLETED
21449,2025-04-22,VT-JAA023,R027,MAA,TRV,ESN700047,ESN700048,2025-04-22 22:00:00,2025-04-22 22:00:00,2025-04-22 23:05:00,2025-04-22 23:05:00,65,1.0833333333333333,1.0833333333333333,1,CLOUDY,0,COMPLETED
21450,2025-04-04,VT-JAA023,R022,HYD,VTZ,ESN700047,ESN700048,2025-04-04 11:00:00,2025-04-04 11:00:00,2025-04-04 12:00:00,2025-04-04 12:00:00,60,1.0,1.0,1,STORM,0,COMPLETED
21451,2025-09-17,VT-JAA011,R051,COK,DXB,ESN700026,ESN700027,2025-09-17 08:00:00,2025-09-17 09:20:00,2025-09-17 12:00:00,2025-09-17 13:20:00,240,4.0,4.0,1,RAIN,80,COMPLETED
21452,2025-09-15,VT-JAA023,R005,DEL,CCU,ESN700047,ESN700048,2025-09-15 16:00:00,2025-09-15 16:00:00,2025-09-15 18:10:00,2025-09-15 18:10:00,130,2.1666666666666665,2.1666666666666665,1,CLOUDY,0,DELAYED
21453,2025-06-16,VT-JAA014,R034,CCU,DEL,ESN700030,ESN700031,2025-06-16 09:00:00,2025-06-16 10:20:00,2025-06-16 11:10:00,2025-06-16 12:30:00,130,2.1666666666666665,2.1666666666666665,1,RAIN,80,COMPLETED
21454,2025-07-28,VT-JAA023,R039,HYD,AUH,ESN700047,ESN700048,2025-07-28 07:00:00,2025-07-28 07:54:00,2025-07-28 10:45:00,2025-07-28 11:39:00,225,3.75,3.75,1,STORM,54,COMPLETED
21455,2025-02-14,VT-JAA007,R003,DEL,HYD,ESN700016,ESN700018,2025-02-14 23:00:00,2025-02-15 00:18:00,2025-02-15 01:15:00,2025-02-15 02:33:00,135,2.25,2.25,1,CLEAR,78,COMPLETED
21456,2025-11-26,VT-JAA022,R017,BLR,MAA,ESN700045,ESN700046,2025-11-26 08:00:00,2025-11-26 09:11:00,2025-11-26 08:50:00,2025-11-26 10:01:00,50,0.8333333333333334,0.8333333333333334,1,CLOUDY,71,COMPLETED
21457,2025-07-24,VT-JAA030,R024,HYD,CCU,ESN700059,ESN700060,2025-07-24 06:00:00,2025-07-24 06:00:00,2025-07-24 08:00:00,2025-07-24 08:00:00,120,2.0,2.0,1,CLOUDY,0,COMPLETED
21458,2025-12-25,VT-JAA022,R024,HYD,CCU,ESN700045,ESN700046,2025-12-25 09:00:00,2025-12-25 09:35:00,2025-12-25 11:00:00,2025-12-25 11:35:00,120,2.0,2.0,1,STORM,35,COMPLETED
21459,2025-02-11,VT-JAA011,R003,DEL,HYD,ESN700026,ESN700027,2025-02-11 23:00:00,2025-02-11 23:00:00,2025-02-12 01:15:00,2025-02-12 01:15:00,135,2.25,2.25,1,RAIN,0,COMPLETED
21460,2025-10-12,VT-JAA025,R045,HYD,DXB,ESN700051,ESN700052,2025-10-12 00:00:00,2025-10-12 00:00:00,2025-10-12 03:40:00,2025-10-12 03:40:00,220,3.6666666666666665,3.6666666666666665,1,FOG,0,COMPLETED
21461,2025-04-10,VT-JAA003,R007,DEL,GOX,ESN700006,ESN700008,2025-04-10 18:00:00,2025-04-10 18:00:00,2025-04-10 20:30:00,2025-04-10 20:30:00,150,2.5,2.5,1,STORM,0,COMPLETED
21462,2025-12-22,VT-JAA029,R025,HYD,AMD,ESN700057,ESN700058,2025-12-22 21:00:00,2025-12-22 21:00:00,2025-12-22 22:35:00,2025-12-22 22:35:00,95,1.5833333333333333,1.5833333333333333,1,RAIN,0,COMPLETED
21463,2025-09-29,VT-JAA030,R056,DEL,BKK,ESN700059,ESN700060,2025-09-29 10:00:00,2025-09-29 10:00:00,2025-09-29 14:10:00,2025-09-29 14:10:00,250,4.166666666666667,4.166666666666667,1,RAIN,0,COMPLETED
21464,2025-01-06,VT-JAA015,R003,DEL,HYD,ESN700032,ESN700033,2025-01-06 22:00:00,2025-01-06 22:00:00,2025-01-07 00:15:00,2025-01-07 00:15:00,135,2.25,2.25,1,FOG,0,COMPLETED
21465,2025-02-11,VT-JAA026,R015,BOM,PNQ,ESN700053,ESN700054,2025-02-11 19:00:00,2025-02-11 19:00:00,2025-02-11 19:40:00,2025-02-11 19:40:00,40,0.6666666666666666,0.6666666666666666,1,CLOUDY,0,COMPLETED
21466,2025-12-22,VT-JAA003,R029,MAA,GOX,ESN700006,ESN700008,2025-12-22 09:00:00,2025-12-22 09:48:00,2025-12-22 10:30:00,2025-12-22 11:18:00,90,1.5,1.5,1,CLEAR,48,DELAYED
21467,2025-09-10,VT-JAA004,R050,MAA,CMB,ESN700010,ESN700011,2025-09-10 01:00:00,2025-09-10 01:00:00,2025-09-10 02:15:00,2025-09-10 02:15:00,75,1.25,1.25,1,FOG,0,DELAYED
21468,2025-03-17,VT-JAA013,R029,MAA,GOX,ESN700028,ESN700029,2025-03-17 13:00:00,2025-03-17 13:00:00,2025-03-17 14:30:00,2025-03-17 14:30:00,90,1.5,1.5,1,STORM,0,DELAYED
21469,2025-02-11,VT-JAA027,R010,BOM,HYD,ESN700055,ESN700056,2025-02-11 11:00:00,2025-02-11 11:00:00,2025-02-11 12:20:00,2025-02-11 12:20:00,80,1.3333333333333333,1.3333333333333333,1,RAIN,0,COMPLETED
21470,2025-12-17,VT-JAA005,R032,CCU,BBI,ESN700012,ESN700013,2025-12-17 03:00:00,2025-12-17 03:00:00,2025-12-17 03:55:00,2025-12-17 03:55:00,55,0.9166666666666666,0.9166666666666666,1,FOG,0,COMPLETED
21471,2025-09-25,VT-JAA025,R023,HYD,VGA,ESN700051,ESN700052,2025-09-25 21:00:00,2025-09-25 22:15:00,2025-09-25 21:40:00,2025-09-25 22:55:00,40,0.6666666666666666,0.6666666666666666,1,RAIN,75,DELAYED
21472,2025-08-05,VT-JAA003,R039,HYD,AUH,ESN700006,ESN700008,2025-08-05 12:00:00,2025-08-05 12:49:00,2025-08-05 15:45:00,2025-08-05 16:34:00,225,3.75,3.75,1,CLOUDY,49,COMPLETED
