utilization_id,utilization_date,flight_id,engine_serial_number,aircraft_registration,flight_hours,flight_cycles,cumulative_engine_hours,cumulative_engine_cycles,engine_status
UTL0028529,2025-12-01,22418,ESN700041,VT-JAA020,2.17,1,1227.17,577,INSTALLED
UTL0028530,2025-12-01,22418,ESN700042,VT-JAA020,2.17,1,1227.17,577,INSTALLED
UTL0028531,2025-12-01,13616,ESN700043,VT-JAA021,2.5,1,1214.0,597,INSTALLED
UTL0028532,2025-12-01,13616,ESN700044,VT-JAA021,2.5,1,1214.0,597,INSTALLED
UTL0028533,2025-12-01,13747,ESN700045,VT-JAA022,1.5,1,1161.5,571,INSTALLED
UTL0028534,2025-12-01,13747,ESN700046,VT-JAA022,1.5,1,1161.5,571,INSTALLED
UTL0028535,2025-12-01,18988,ESN700045,VT-JAA022,0.92,1,1162.42,572,INSTALLED
UTL0028536,2025-12-01,18988,ESN700046,VT-JAA022,0.92,1,1162.42,572,INSTALLED
UTL0028537,2025-12-01,6497,ESN700047,VT-JAA023,1.0,1,1207.5,593,INSTALLED
UTL0028538,2025-12-01,6497,ESN700048,VT-JAA023,1.0,1,1207.5,593,INSTALLED
UTL0028539,2025-12-01,16744,ESN700047,VT-JAA023,1.5,1,1209.0,594,INSTALLED
UTL0028540,2025-12-01,16744,ESN700048,VT-JAA023,1.5,1,1209.0,594,INSTALLED
UTL0028541,2025-12-01,23782,ESN700049,VT-JAA024,0.67,1,1204.67,572,INSTALLED
UTL0028542,2025-12-01,23782,ESN700050,VT-JAA024,0.67,1,1204.67,572,INSTALLED
UTL0028543,2025-12-01,17909,ESN700051,VT-JAA025,1.5,1,1324.17,610,INSTALLED
UTL0028544,2025-12-01,17909,ESN700052,VT-JAA025,1.5,1,1324.17,610,INSTALLED
UTL0028545,2025-12-01,18022,ESN700051,VT-JAA025,0.83,1,1325.0,611,INSTALLED
UTL0028546,2025-12-01,18022,ESN700052,VT-JAA025,0.83,1,1325.0,611,INSTALLED
UTL0028547,2025-12-01,1441,ESN700053,VT-JAA026,1.0,1,1170.75,550,INSTALLED
UTL0028548,2025-12-01,1441,ESN700054,VT-JAA026,1.0,1,1170.75,550,INSTALLED
UTL0028549,2025-12-01,15879,ESN700053,VT-JAA026,1.0,1,1171.75,551,INSTALLED
UTL0028550,2025-12-01,15879,ESN700054,VT-JAA026,1.0,1,1171.75,551,INSTALLED
UTL0028551,2025-12-01,15903,ESN700053,VT-JAA026,1.08,1,1172.83,552,INSTALLED
UTL0028552,2025-12-01,15903,ESN700054,VT-JAA026,1.08,1,1172.83,552,INSTALLED
UTL0028553,2025-12-01,19475,ESN700057,VT-JAA029,0.67,1,1154.42,571,INSTALLED
UTL0028554,2025-12-01,19475,ESN700058,VT-JAA029,0.67,1,1154.42,571,INSTALLED
UTL0028555,2025-12-01,2207,ESN700059,VT-JAA030,0.67,1,1258.08,585,INSTALLED
UTL0028556,2025-12-01,2207,ESN700060,VT-JAA030,0.67,1,1258.08,585,INSTALLED
UTL0028557,2025-12-01,13308,ESN700059,VT-JAA030,1.25,1,1259.33,586,INSTALLED
UTL0028558,2025-12-01,13308,ESN700060,VT-JAA030,1.25,1,1259.33,586,INSTALLED
UTL0028559,2025-12-02,17867,ESN700001,VT-JAA001,3.75,1,1274.17,610,INSTALLED
UTL0028560,2025-12-02,17867,ESN700002,VT-JAA001,3.75,1,1274.17,610,INSTALLED
UTL0028561,2025-12-02,8346,ESN700003,VT-JAA002,2.17,1,1331.08,603,INSTALLED
UTL0028562,2025-12-02,8346,ESN700005,VT-JAA002,2.17,1,1331.08,603,INSTALLED
UTL0028563,2025-12-02,14388,ESN700016,VT-JAA007,1.0,1,1262.0,604,INSTALLED
UTL0028564,2025-12-02,14388,ESN700018,VT-JAA007,1.0,1,1262.0,604,INSTALLED
UTL0028565,2025-12-02,15058,ESN700016,VT-JAA007,1.0,1,1263.0,605,INSTALLED
UTL0028566,2025-12-02,15058,ESN700018,VT-JAA007,1.0,1,1263.0,605,INSTALLED
UTL0028567,2025-12-02,10152,ESN700021,VT-JAA009,2.67,1,1232.5,594,INSTALLED
UTL0028568,2025-12-02,10152,ESN700022,VT-JAA009,2.67,1,1232.5,594,INSTALLED
UTL0028569,2025-12-02,17111,ESN700021,VT-JAA009,3.67,1,1236.17,595,INSTALLED
UTL0028570,2025-12-02,17111,ESN700022,VT-JAA009,3.67,1,1236.17,595,INSTALLED
UTL0028571,2025-12-02,1585,ESN700024,VT-JAA010,3.67,1,1244.33,605,INSTALLED
UTL0028572,2025-12-02,1585,ESN700025,VT-JAA010,3.67,1,1244.33,605,INSTALLED
UTL0028573,2025-12-02,7127,ESN700024,VT-JAA010,1.0,1,1245.33,606,INSTALLED
UTL0028574,2025-12-02,7127,ESN700025,VT-JAA010,1.0,1,1245.33,606,INSTALLED
UTL0028575,2025-12-02,3496,ESN700026,VT-JAA011,1.0,1,1253.83,603,INSTALLED
UTL0028576,2025-12-02,3496,ESN700027,VT-JAA011,1.0,1,1253.83,603,INSTALLED
UTL0028577,2025-12-02,5443,ESN700026,VT-JAA011,0.67,1,1254.5,604,INSTALLED
UTL0028578,2025-12-02,5443,ESN700027,VT-JAA011,0.67,1,1254.5,604,INSTALLED
UTL0028579,2025-12-02,5210,ESN700028,VT-JAA013,1.5,1,1362.92,629,INSTALLED
UTL0028580,2025-12-02,5210,ESN700029,VT-JAA013,1.5,1,1362.92,629,INSTALLED
UTL0028581,2025-12-02,13282,ESN700030,VT-JAA014,3.67,1,1174.92,575,INSTALLED
UTL0028582,2025-12-02,13282,ESN700031,VT-JAA014,3.67,1,1174.92,575,INSTALLED
UTL0028583,2025-12-02,19582,ESN700030,VT-JAA014,3.75,1,1178.67,576,INSTALLED
UTL0028584,2025-12-02,19582,ESN700031,VT-JAA014,3.75,1,1178.67,576,INSTALLED
UTL0028585,2025-12-02,12390,ESN700032,VT-JAA015,2.17,1,1359.58,641,INSTALLED
UTL0028586,2025-12-02,12390,ESN700033,VT-JAA015,2.17,1,1359.58,641,INSTALLED
UTL0028587,2025-12-02,6219,ESN700034,VT-JAA016,2.83,1,1206.67,588,INSTALLED
UTL0028588,2025-12-02,6219,ESN700037,VT-JAA016,2.83,1,1206.67,588,INSTALLED
UTL0028589,2025-12-02,24721,ESN700034,VT-JAA016,1.5,1,1208.17,589,INSTALLED
UTL0028590,2025-12-02,24721,ESN700037,VT-JAA016,1.5,1,1208.17,589,INSTALLED
UTL0028591,2025-12-02,4993,ESN700038,VT-JAA018,2.5,1,1248.08,583,INSTALLED
UTL0028592,2025-12-02,4993,ESN700040,VT-JAA018,2.5,1,1248.08,583,INSTALLED
UTL0028593,2025-12-02,6485,ESN700038,VT-JAA018,2.83,1,1250.92,584,INSTALLED
UTL0028594,2025-12-02,6485,ESN700040,VT-JAA018,2.83,1,1250.92,584,INSTALLED
UTL0028595,2025-12-02,8141,ESN700038,VT-JAA018,3.75,1,1254.67,585,INSTALLED
UTL0028596,2025-12-02,8141,ESN700040,VT-JAA018,3.75,1,1254.67,585,INSTALLED
UTL0028597,2025-12-02,17514,ESN700038,VT-JAA018,1.0,1,1255.67,586,INSTALLED
UTL0028598,2025-12-02,17514,ESN700040,VT-JAA018,1.0,1,1255.67,586,INSTALLED
UTL0028599,2025-12-02,10734,ESN700041,VT-JAA020,3.0,1,1230.17,578,INSTALLED
UTL0028600,2025-12-02,10734,ESN700042,VT-JAA020,3.0,1,1230.17,578,INSTALLED
UTL0028601,2025-12-02,20794,ESN700041,VT-JAA020,2.25,1,1232.42,579,INSTALLED
UTL0028602,2025-12-02,20794,ESN700042,VT-JAA020,2.25,1,1232.42,579,INSTALLED
UTL0028603,2025-12-02,2479,ESN700043,VT-JAA021,3.67,1,1217.67,598,INSTALLED
UTL0028604,2025-12-02,2479,ESN700044,VT-JAA021,3.67,1,1217.67,598,INSTALLED
UTL0028605,2025-12-02,15557,ESN700047,VT-JAA023,2.25,1,1211.25,595,INSTALLED
UTL0028606,2025-12-02,15557,ESN700048,VT-JAA023,2.25,1,1211.25,595,INSTALLED
UTL0028607,2025-12-02,23170,ESN700047,VT-JAA023,1.33,1,1212.58,596,INSTALLED
UTL0028608,2025-12-02,23170,ESN700048,VT-JAA023,1.33,1,1212.58,596,INSTALLED
UTL0028609,2025-12-02,1885,ESN700049,VT-JAA024,0.92,1,1205.58,573,INSTALLED
UTL0028610,2025-12-02,1885,ESN700050,VT-JAA024,0.92,1,1205.58,573,INSTALLED
UTL0028611,2025-12-02,19740,ESN700049,VT-JAA024,1.92,1,1207.5,574,INSTALLED
UTL0028612,2025-12-02,19740,ESN700050,VT-JAA024,1.92,1,1207.5,574,INSTALLED
UTL0028613,2025-12-02,22814,ESN700049,VT-JAA024,3.5,1,1211.0,575,INSTALLED
UTL0028614,2025-12-02,22814,ESN700050,VT-JAA024,3.5,1,1211.0,575,INSTALLED
UTL0028615,2025-12-02,24269,ESN700049,VT-JAA024,2.5,1,1213.5,576,INSTALLED
UTL0028616,2025-12-02,24269,ESN700050,VT-JAA024,2.5,1,1213.5,576,INSTALLED
UTL0028617,2025-12-02,20077,ESN700057,VT-JAA029,2.25,1,1156.67,572,INSTALLED
UTL0028618,2025-12-02,20077,ESN700058,VT-JAA029,2.25,1,1156.67,572,INSTALLED
UTL0028619,2025-12-02,22705,ESN700057,VT-JAA029,2.08,1,1158.75,573,INSTALLED
UTL0028620,2025-12-02,22705,ESN700058,VT-JAA029,2.08,1,1158.75,573,INSTALLED
UTL0028621,2025-12-02,24873,ESN700057,VT-JAA029,0.83,1,1159.58,574,INSTALLED
UTL0028622,2025-12-02,24873,ESN700058,VT-JAA029,0.83,1,1159.58,574,INSTALLED
UTL0028623,2025-12-02,8423,ESN700059,VT-JAA030,1.08,1,1260.42,587,INSTALLED
UTL0028624,2025-12-02,8423,ESN700060,VT-JAA030,1.08,1,1260.42,587,INSTALLED
UTL0028625,2025-12-03,3828,ESN700001,VT-JAA001,2.0,1,1276.17,611,INSTALLED
UTL0028626,2025-12-03,3828,ESN700002,VT-JAA001,2.0,1,1276.17,611,INSTALLED
UTL0028627,2025-12-03,24882,ESN700001,VT-JAA001,2.25,1,1278.42,612,INSTALLED
UTL0028628,2025-12-03,24882,ESN700002,VT-JAA001,2.25,1,1278.42,612,INSTALLED
UTL0028629,2025-12-03,26,ESN700003,VT-JAA002,4.25,1,1335.33,604,INSTALLED
UTL0028630,2025-12-03,26,ESN700005,VT-JAA002,4.25,1,1335.33,604,INSTALLED
UTL0028631,2025-12-03,15811,ESN700003,VT-JAA002,1.0,1,1336.33,605,INSTALLED
UTL0028632,2025-12-03,15811,ESN700005,VT-JAA002,1.0,1,1336.33,605,INSTALLED
UTL0028633,2025-12-03,16283,ESN700003,VT-JAA002,1.42,1,1337.75,606,INSTALLED
UTL0028634,2025-12-03,16283,ESN700005,VT-JAA002,1.42,1,1337.75,606,INSTALLED
UTL0028635,2025-12-03,21543,ESN700006,VT-JAA003,1.5,1,1252.42,594,INSTALLED
UTL0028636,2025-12-03,21543,ESN700008,VT-JAA003,1.5,1,1252.42,594,INSTALLED
UTL0028637,2025-12-03,6757,ESN700012,VT-JAA005,3.17,1,1240.42,596,INSTALLED
UTL0028638,2025-12-03,6757,ESN700013,VT-JAA005,3.17,1,1240.42,596,INSTALLED
UTL0028639,2025-12-03,8534,ESN700012,VT-JAA005,2.83,1,1243.25,597,INSTALLED
UTL0028640,2025-12-03,8534,ESN700013,VT-JAA005,2.83,1,1243.25,597,INSTALLED
UTL0028641,2025-12-03,9243,ESN700012,VT-JAA005,3.75,1,1247.0,598,INSTALLED
UTL0028642,2025-12-03,9243,ESN700013,VT-JAA005,3.75,1,1247.0,598,INSTALLED
UTL0028643,2025-12-03,21764,ESN700016,VT-JAA007,3.5,1,1266.5,606,INSTALLED
UTL0028644,2025-12-03,21764,ESN700018,VT-JAA007,3.5,1,1266.5,606,INSTALLED
UTL0028645,2025-12-03,11209,ESN700021,VT-JAA009,1.0,1,1237.17,596,INSTALLED
UTL0028646,2025-12-03,11209,ESN700022,VT-JAA009,1.0,1,1237.17,596,INSTALLED
UTL0028647,2025-12-03,20703,ESN700021,VT-JAA009,2.5,1,1239.67,597,INSTALLED
UTL0028648,2025-12-03,20703,ESN700022,VT-JAA009,2.5,1,1239.67,597,INSTALLED
UTL0028649,2025-12-03,22456,ESN700021,VT-JAA009,1.92,1,1241.58,598,INSTALLED
UTL0028650,2025-12-03,22456,ESN700022,VT-JAA009,1.92,1,1241.58,598,INSTALLED
UTL0028651,2025-12-03,24657,ESN700021,VT-JAA009,1.08,1,1242.67,599,INSTALLED
UTL0028652,2025-12-03,24657,ESN700022,VT-JAA009,1.08,1,1242.67,599,INSTALLED
UTL0028653,2025-12-03,8494,ESN700028,VT-JAA013,0.75,1,1363.67,630,INSTALLED
UTL0028654,2025-12-03,8494,ESN700029,VT-JAA013,0.75,1,1363.67,630,INSTALLED
UTL0028655,2025-12-03,15542,ESN700028,VT-JAA013,0.75,1,1364.42,631,INSTALLED
UTL0028656,2025-12-03,15542,ESN700029,VT-JAA013,0.75,1,1364.42,631,INSTALLED
UTL0028657,2025-12-03,10125,ESN700032,VT-JAA015,1.0,1,1360.58,642,INSTALLED
UTL0028658,2025-12-03,10125,ESN700033,VT-JAA015,1.0,1,1360.58,642,INSTALLED
UTL0028659,2025-12-03,3349,ESN700034,VT-JAA016,2.0,1,1210.17,590,INSTALLED
UTL0028660,2025-12-03,3349,ESN700037,VT-JAA016,2.0,1,1210.17,590,INSTALLED
UTL0028661,2025-12-03,14404,ESN700034,VT-JAA016,1.92,1,1212.08,591,INSTALLED
UTL0028662,2025-12-03,14404,ESN700037,VT-JAA016,1.92,1,1212.08,591,INSTALLED
UTL0028663,2025-12-03,17113,ESN700041,VT-JAA020,4.25,1,1236.67,580,INSTALLED
UTL0028664,2025-12-03,17113,ESN700042,VT-JAA020,4.25,1,1236.67,580,INSTALLED
UTL0028665,2025-12-03,18168,ESN700041,VT-JAA020,1.0,1,1237.67,581,INSTALLED
UTL0028666,2025-12-03,18168,ESN700042,VT-JAA020,1.0,1,1237.67,581,INSTALLED
UTL0028667,2025-12-03,3085,ESN700043,VT-JAA021,3.75,1,1221.42,599,INSTALLED
UTL0028668,2025-12-03,3085,ESN700044,VT-JAA021,3.75,1,1221.42,599,INSTALLED
UTL0028669,2025-12-03,23445,ESN700043,VT-JAA021,3.67,1,1225.08,600,INSTALLED
UTL0028670,2025-12-03,23445,ESN700044,VT-JAA021,3.67,1,1225.08,600,INSTALLED
UTL0028671,2025-12-03,19653,ESN700045,VT-JAA022,2.5,1,1164.92,573,INSTALLED
UTL0028672,2025-12-03,19653,ESN700046,VT-JAA022,2.5,1,1164.92,573,INSTALLED
UTL0028673,2025-12-03,4660,ESN700047,VT-JAA023,1.92,1,1214.5,597,INSTALLED
UTL0028674,2025-12-03,4660,ESN700048,VT-JAA023,1.92,1,1214.5,597,INSTALLED
UTL0028675,2025-12-03,5131,ESN700047,VT-JAA023,1.5,1,1216.0,598,INSTALLED
UTL0028676,2025-12-03,5131,ESN700048,VT-JAA023,1.5,1,1216.0,598,INSTALLED
UTL0028677,2025-12-03,8064,ESN700047,VT-JAA023,2.83,1,1218.83,599,INSTALLED
UTL0028678,2025-12-03,8064,ESN700048,VT-JAA023,2.83,1,1218.83,599,INSTALLED
UTL0028679,2025-12-03,18621,ESN700047,VT-JAA023,0.83,1,1219.67,600,INSTALLED
UTL0028680,2025-12-03,18621,ESN700048,VT-JAA023,0.83,1,1219.67,600,INSTALLED
UTL0028681,2025-12-03,8296,ESN700049,VT-JAA024,4.25,1,1217.75,577,INSTALLED
UTL0028682,2025-12-03,8296,ESN700050,VT-JAA024,4.25,1,1217.75,577,INSTALLED
UTL0028683,2025-12-03,17150,ESN700049,VT-JAA024,1.58,1,1219.33,578,INSTALLED
UTL0028684,2025-12-03,17150,ESN700050,VT-JAA024,1.58,1,1219.33,578,INSTALLED
UTL0028685,2025-12-03,7719,ESN700053,VT-JAA026,1.0,1,1173.83,553,INSTALLED
UTL0028686,2025-12-03,7719,ESN700054,VT-JAA026,1.0,1,1173.83,553,INSTALLED
UTL0028687,2025-12-03,17735,ESN700053,VT-JAA026,3.67,1,1177.5,554,INSTALLED
UTL0028688,2025-12-03,17735,ESN700054,VT-JAA026,3.67,1,1177.5,554,INSTALLED
UTL0028689,2025-12-03,4728,ESN700055,VT-JAA027,1.5,1,1216.67,597,INSTALLED
UTL0028690,2025-12-03,4728,ESN700056,VT-JAA027,1.5,1,1216.67,597,INSTALLED
UTL0028691,2025-12-03,14229,ESN700057,VT-JAA029,1.0,1,1160.58,575,INSTALLED
UTL0028692,2025-12-03,14229,ESN700058,VT-JAA029,1.0,1,1160.58,575,INSTALLED
UTL0028693,2025-12-03,19336,ESN700057,VT-JAA029,4.25,1,1164.83,576,INSTALLED
UTL0028694,2025-12-03,19336,ESN700058,VT-JAA029,4.25,1,1164.83,576,INSTALLED
UTL0028695,2025-12-03,3326,ESN700059,VT-JAA030,3.83,1,1264.25,588,INSTALLED
UTL0028696,2025-12-03,3326,ESN700060,VT-JAA030,3.83,1,1264.25,588,INSTALLED
UTL0028697,2025-12-03,4582,ESN700059,VT-JAA030,3.75,1,1268.0,589,INSTALLED
UTL0028698,2025-12-03,4582,ESN700060,VT-JAA030,3.75,1,1268.0,589,INSTALLED
UTL0028699,2025-12-04,11682,ESN700001,VT-JAA001,0.92,1,1279.33,613,INSTALLED
UTL0028700,2025-12-04,11682,ESN700002,VT-JAA001,0.92,1,1279.33,613,INSTALLED
UTL0028701,2025-12-04,11941,ESN700001,VT-JAA001,1.5,1,1280.83,614,INSTALLED
UTL0028702,2025-12-04,11941,ESN700002,VT-JAA001,1.5,1,1280.83,614,INSTALLED
UTL0028703,2025-12-04,14139,ESN700001,VT-JAA001,4.0,1,1284.83,615,INSTALLED
UTL0028704,2025-12-04,14139,ESN700002,VT-JAA001,4.0,1,1284.83,615,INSTALLED
UTL0028705,2025-12-04,15075,ESN700001,VT-JAA001,4.0,1,1288.83,616,INSTALLED
UTL0028706,2025-12-04,15075,ESN700002,VT-JAA001,4.0,1,1288.83,616,INSTALLED
UTL0028707,2025-12-04,19917,ESN700001,VT-JAA001,3.5,1,1292.33,617,INSTALLED
UTL0028708,2025-12-04,19917,ESN700002,VT-JAA001,3.5,1,1292.33,617,INSTALLED
UTL0028709,2025-12-04,24602,ESN700001,VT-JAA001,0.83,1,1293.17,618,INSTALLED
UTL0028710,2025-12-04,24602,ESN700002,VT-JAA001,0.83,1,1293.17,618,INSTALLED
UTL0028711,2025-12-04,24955,ESN700001,VT-JAA001,4.17,1,1297.33,619,INSTALLED
UTL0028712,2025-12-04,24955,ESN700002,VT-JAA001,4.17,1,1297.33,619,INSTALLED
UTL0028713,2025-12-04,4030,ESN700003,VT-JAA002,4.25,1,1342.0,607,INSTALLED
UTL0028714,2025-12-04,4030,ESN700005,VT-JAA002,4.25,1,1342.0,607,INSTALLED
UTL0028715,2025-12-04,15891,ESN700003,VT-JAA002,3.0,1,1345.0,608,INSTALLED
UTL0028716,2025-12-04,15891,ESN700005,VT-JAA002,3.0,1,1345.0,608,INSTALLED
UTL0028717,2025-12-04,20493,ESN700003,VT-JAA002,1.5,1,1346.5,609,INSTALLED
UTL0028718,2025-12-04,20493,ESN700005,VT-JAA002,1.5,1,1346.5,609,INSTALLED
UTL0028719,2025-12-04,6176,ESN700006,VT-JAA003,1.5,1,1253.92,595,INSTALLED
UTL0028720,2025-12-04,6176,ESN700008,VT-JAA003,1.5,1,1253.92,595,INSTALLED
UTL0028721,2025-12-04,10074,ESN700006,VT-JAA003,1.0,1,1254.92,596,INSTALLED
UTL0028722,2025-12-04,10074,ESN700008,VT-JAA003,1.0,1,1254.92,596,INSTALLED
UTL0028723,2025-12-04,3120,ESN700010,VT-JAA004,0.67,1,1331.5,640,INSTALLED
UTL0028724,2025-12-04,3120,ESN700011,VT-JAA004,0.67,1,1331.5,640,INSTALLED
UTL0028725,2025-12-04,17116,ESN700010,VT-JAA004,0.92,1,1332.42,641,INSTALLED
UTL0028726,2025-12-04,17116,ESN700011,VT-JAA004,0.92,1,1332.42,641,INSTALLED
UTL0028727,2025-12-04,19326,ESN700010,VT-JAA004,2.5,1,1334.92,642,INSTALLED
UTL0028728,2025-12-04,19326,ESN700011,VT-JAA004,2.5,1,1334.92,642,INSTALLED
UTL0028729,2025-12-04,11308,ESN700012,VT-JAA005,3.83,1,1250.83,599,INSTALLED
UTL0028730,2025-12-04,11308,ESN700013,VT-JAA005,3.83,1,1250.83,599,INSTALLED
UTL0028731,2025-12-04,20009,ESN700012,VT-JAA005,4.25,1,1255.08,600,INSTALLED
UTL0028732,2025-12-04,20009,ESN700013,VT-JAA005,4.25,1,1255.08,600,INSTALLED
UTL0028733,2025-12-04,7301,ESN700016,VT-JAA007,0.92,1,1267.42,607,INSTALLED
UTL0028734,2025-12-04,7301,ESN700018,VT-JAA007,0.92,1,1267.42,607,INSTALLED
UTL0028735,2025-12-04,11678,ESN700016,VT-JAA007,1.25,1,1268.67,608,INSTALLED
UTL0028736,2025-12-04,11678,ESN700018,VT-JAA007,1.25,1,1268.67,608,INSTALLED
UTL0028737,2025-12-04,22561,ESN700016,VT-JAA007,2.0,1,1270.67,609,INSTALLED
UTL0028738,2025-12-04,22561,ESN700018,VT-JAA007,2.0,1,1270.67,609,INSTALLED
UTL0028739,2025-12-04,21073,ESN700021,VT-JAA009,3.0,1,1245.67,600,INSTALLED
UTL0028740,2025-12-04,21073,ESN700022,VT-JAA009,3.0,1,1245.67,600,INSTALLED
UTL0028741,2025-12-04,15682,ESN700026,VT-JAA011,0.75,1,1255.25,605,INSTALLED
UTL0028742,2025-12-04,15682,ESN700027,VT-JAA011,0.75,1,1255.25,605,INSTALLED
UTL0028743,2025-12-04,21939,ESN700026,VT-JAA011,0.67,1,1255.92,606,INSTALLED
UTL0028744,2025-12-04,21939,ESN700027,VT-JAA011,0.67,1,1255.92,606,INSTALLED
UTL0028745,2025-12-04,9522,ESN700030,VT-JAA014,0.92,1,1179.58,577,INSTALLED
UTL0028746,2025-12-04,9522,ESN700031,VT-JAA014,0.92,1,1179.58,577,INSTALLED
UTL0028747,2025-12-04,12476,ESN700030,VT-JAA014,2.5,1,1182.08,578,INSTALLED
UTL0028748,2025-12-04,12476,ESN700031,VT-JAA014,2.5,1,1182.08,578,INSTALLED
UTL0028749,2025-12-04,13951,ESN700030,VT-JAA014,1.08,1,1183.17,579,INSTALLED
UTL0028750,2025-12-04,13951,ESN700031,VT-JAA014,1.08,1,1183.17,579,INSTALLED
UTL0028751,2025-12-04,8983,ESN700034,VT-JAA016,4.25,1,1216.33,592,INSTALLED
UTL0028752,2025-12-04,8983,ESN700037,VT-JAA016,4.25,1,1216.33,592,INSTALLED
UTL0028753,2025-12-04,22140,ESN700034,VT-JAA016,2.83,1,1219.17,593,INSTALLED
UTL0028754,2025-12-04,22140,ESN700037,VT-JAA016,2.83,1,1219.17,593,INSTALLED
UTL0028755,2025-12-04,3297,ESN700041,VT-JAA020,0.75,1,1238.42,582,INSTALLED
UTL0028756,2025-12-04,3297,ESN700042,VT-JAA020,0.75,1,1238.42,582,INSTALLED
UTL0028757,2025-12-04,8198,ESN700041,VT-JAA020,1.0,1,1239.42,583,INSTALLED
UTL0028758,2025-12-04,8198,ESN700042,VT-JAA020,1.0,1,1239.42,583,INSTALLED
UTL0028759,2025-12-04,3882,ESN700043,VT-JAA021,1.0,1,1226.08,601,INSTALLED
UTL0028760,2025-12-04,3882,ESN700044,VT-JAA021,1.0,1,1226.08,601,INSTALLED
UTL0028761,2025-12-04,363,ESN700047,VT-JAA023,1.5,1,1221.17,601,INSTALLED
UTL0028762,2025-12-04,363,ESN700048,VT-JAA023,1.5,1,1221.17,601,INSTALLED
UTL0028763,2025-12-04,14060,ESN700047,VT-JAA023,0.75,1,1221.92,602,INSTALLED
UTL0028764,2025-12-04,14060,ESN700048,VT-JAA023,0.75,1,1221.92,602,INSTALLED
UTL0028765,2025-12-04,19,ESN700049,VT-JAA024,2.25,1,1221.58,579,INSTALLED
UTL0028766,2025-12-04,19,ESN700050,VT-JAA024,2.25,1,1221.58,579,INSTALLED
UTL0028767,2025-12-04,3241,ESN700049,VT-JAA024,3.0,1,1224.58,580,INSTALLED
UTL0028768,2025-12-04,3241,ESN700050,VT-JAA024,3.0,1,1224.58,580,INSTALLED
UTL0028769,2025-12-04,7701,ESN700049,VT-JAA024,2.0,1,1226.58,581,INSTALLED
UTL0028770,2025-12-04,7701,ESN700050,VT-JAA024,2.0,1,1226.58,581,INSTALLED
UTL0028771,2025-12-04,10294,ESN700051,VT-JAA025,2.42,1,1327.42,612,INSTALLED
UTL0028772,2025-12-04,10294,ESN700052,VT-JAA025,2.42,1,1327.42,612,INSTALLED
UTL0028773,2025-12-04,10577,ESN700051,VT-JAA025,2.0,1,1329.42,613,INSTALLED
UTL0028774,2025-12-04,10577,ESN700052,VT-JAA025,2.0,1,1329.42,613,INSTALLED
UTL0028775,2025-12-04,17172,ESN700051,VT-JAA025,3.67,1,1333.08,614,INSTALLED
UTL0028776,2025-12-04,17172,ESN700052,VT-JAA025,3.67,1,1333.08,614,INSTALLED
UTL0028777,2025-12-04,18009,ESN700051,VT-JAA025,1.5,1,1334.58,615,INSTALLED
UTL0028778,2025-12-04,18009,ESN700052,VT-JAA025,1.5,1,1334.58,615,INSTALLED
UTL0028779,2025-12-04,12605,ESN700053,VT-JAA026,3.0,1,1180.5,555,INSTALLED
UTL0028780,2025-12-04,12605,ESN700054,VT-JAA026,3.0,1,1180.5,555,INSTALLED
UTL0028781,2025-12-04,18179,ESN700053,VT-JAA026,3.0,1,1183.5,556,INSTALLED
UTL0028782,2025-12-04,18179,ESN700054,VT-JAA026,3.0,1,1183.5,556,INSTALLED
UTL0028783,2025-12-04,7309,ESN700055,VT-JAA027,3.0,1,1219.67,598,INSTALLED
UTL0028784,2025-12-04,7309,ESN700056,VT-JAA027,3.0,1,1219.67,598,INSTALLED
UTL0028785,2025-12-04,19396,ESN700055,VT-JAA027,3.83,1,1223.5,599,INSTALLED
UTL0028786,2025-12-04,19396,ESN700056,VT-JAA027,3.83,1,1223.5,599,INSTALLED
UTL0028787,2025-12-04,24218,ESN700055,VT-JAA027,1.0,1,1224.5,600,INSTALLED
UTL0028788,2025-12-04,24218,ESN700056,VT-JAA027,1.0,1,1224.5,600,INSTALLED
UTL0028789,2025-12-04,1252,ESN700057,VT-JAA029,1.5,1,1166.33,577,INSTALLED
UTL0028790,2025-12-04,1252,ESN700058,VT-JAA029,1.5,1,1166.33,577,INSTALLED
UTL0028791,2025-12-05,6304,ESN700001,VT-JAA001,3.0,1,1300.33,620,INSTALLED
UTL0028792,2025-12-05,6304,ESN700002,VT-JAA001,3.0,1,1300.33,620,INSTALLED
UTL0028793,2025-12-05,7037,ESN700001,VT-JAA001,1.5,1,1301.83,621,INSTALLED
UTL0028794,2025-12-05,7037,ESN700002,VT-JAA001,1.5,1,1301.83,621,INSTALLED
UTL0028795,2025-12-05,12692,ESN700001,VT-JAA001,3.5,1,1305.33,622,INSTALLED
UTL0028796,2025-12-05,12692,ESN700002,VT-JAA001,3.5,1,1305.33,622,INSTALLED
UTL0028797,2025-12-05,14018,ESN700001,VT-JAA001,1.33,1,1306.67,623,INSTALLED
UTL0028798,2025-12-05,14018,ESN700002,VT-JAA001,1.33,1,1306.67,623,INSTALLED
UTL0028799,2025-12-05,21858,ESN700001,VT-JAA001,1.5,1,1308.17,624,INSTALLED
UTL0028800,2025-12-05,21858,ESN700002,VT-JAA001,1.5,1,1308.17,624,INSTALLED
UTL0028801,2025-12-05,4917,ESN700003,VT-JAA002,1.0,1,1347.5,610,INSTALLED
