inventory_id,component_serial_number,component_id,component_name,engine_serial_number,manufacture_date,installation_date,position,installation_type,status
INV0002571,CSN902571,CMP031,LPT Stage 2 Disk,ESN700050,2021-07-25,2023-01-04,STAGE2,NEW,ACTIVE
INV0002572,CSN902572,CMP034,Turbine Rear Frame,ESN700050,2022-06-03,2023-02-17,CENTER,NEW,ACTIVE
INV0002573,CSN902573,CMP035,Fuel Pump,ESN700050,2021-02-17,2023-05-12,CENTER,NEW,ACTIVE
INV0002574,CSN902574,CMP036,Hydromechanical Unit (HMU),ESN700050,2022-06-08,2023-06-06,CENTER,NEW,ACTIVE
INV0002575,CSN902575,CMP037,Fuel Filter,ESN700050,2021-12-05,2023-01-28,CENTER,NEW,ACTIVE
INV0002576,CSN902576,CMP038,Fuel Shutoff Valve,ESN700050,2021-11-16,2023-04-22,CENTER,NEW,ACTIVE
INV0002577,CSN902577,CMP039,Fuel Manifold,ESN700050,2021-11-06,2023-01-29,CENTER,NEW,ACTIVE
INV0002578,CSN902578,CMP040,Ignition Exciter,ESN700050,2022-08-24,2023-06-14,CENTER,NEW,ACTIVE
INV0002579,CSN902579,CMP041,Igniter Plug A,ESN700050,2022-05-07,2023-01-14,A,NEW,ACTIVE
INV0002580,CSN902580,CMP042,Igniter Plug B,ESN700050,2022-11-09,2023-03-25,B,NEW,ACTIVE
INV0002581,CSN902581,CMP043,Variable Bleed Valve (VBV),ESN700050,2022-05-08,2023-05-10,CENTER,NEW,ACTIVE
INV0002582,CSN902582,CMP044,VBV Actuator,ESN700050,2021-02-09,2023-02-23,CENTER,NEW,ACTIVE
INV0002583,CSN902583,CMP045,High Stage Bleed Valve,ESN700050,2021-01-01,2023-05-04,CENTER,NEW,ACTIVE
INV0002584,CSN902584,CMP046,Start Valve,ESN700050,2022-08-22,2023-04-20,CENTER,NEW,ACTIVE
INV0002585,CSN902585,CMP047,Exhaust Nozzle,ESN700050,2021-06-28,2023-06-14,CENTER,NEW,ACTIVE
INV0002586,CSN902586,CMP048,Exhaust Mixer,ESN700050,2021-10-25,2023-01-22,CENTER,NEW,ACTIVE
INV0002587,CSN902587,CMP049,Oil Pump,ESN700050,2022-01-14,2023-01-23,CENTER,NEW,ACTIVE
INV0002588,CSN902588,CMP050,Scavenge Pump,ESN700050,2021-07-27,2023-02-16,CENTER,NEW,ACTIVE
INV0002589,CSN902589,CMP051,Oil Filter,ESN700050,2022-12-18,2023-03-20,CENTER,NEW,ACTIVE
INV0002590,CSN902590,CMP052,Oil Pressure Transmitter,ESN700050,2021-01-30,2023-06-15,CENTER,NEW,ACTIVE
INV0002591,CSN902591,CMP053,Oil Temperature Sensor,ESN700050,2021-11-06,2023-03-29,CENTER,NEW,ACTIVE
INV0002592,CSN902592,CMP054,EGT Thermocouple Harness,ESN700050,2021-06-16,2023-06-12,CENTER,NEW,ACTIVE
INV0002593,CSN902593,CMP055,N1 Speed Sensor,ESN700050,2022-04-05,2023-02-25,CENTER,NEW,ACTIVE
INV0002594,CSN902594,CMP056,N2 Speed Sensor,ESN700050,2022-12-05,2023-06-25,CENTER,NEW,ACTIVE
INV0002595,CSN902595,CMP057,Vibration Sensor,ESN700050,2022-11-05,2023-05-30,CENTER,NEW,ACTIVE
INV0002596,CSN902596,CMP058,Chip Detector,ESN700050,2022-01-27,2023-03-29,CENTER,NEW,ACTIVE
INV0002597,CSN902597,CMP059,Accessory Gearbox,ESN700050,2022-08-17,2023-03-31,CENTER,NEW,ACTIVE
INV0002598,CSN902598,CMP060,Starter,ESN700050,2022-01-31,2023-06-28,CENTER,NEW,ACTIVE
INV0002599,CSN902599,CMP061,Integrated Drive Generator (IDG) Drive Pad,ESN700050,2022-08-23,2023-01-19,CENTER,NEW,ACTIVE
INV0002600,CSN902600,CMP062,Hydraulic Pump Drive Pad,ESN700050,2021-04-21,2023-05-31,CENTER,NEW,ACTIVE
INV0002601,CSN902601,CMP001,Fan Disk,ESN700051,2021-05-02,2023-01-12,CENTER,NEW,ACTIVE
INV0002602,CSN902602,CMP002,Fan Shaft,ESN700051,2022-05-07,2023-05-09,CENTER,NEW,ACTIVE
INV0002603,CSN902603,CMP005,Fan Case,ESN700051,2022-09-29,2023-06-21,CENTER,NEW,ACTIVE
INV0002604,CSN902604,CMP006,Spinner Cone,ESN700051,2021-03-31,2023-03-19,CENTER,NEW,ACTIVE
INV0002605,CSN902605,CMP007,Booster Rotor,ESN700051,2022-12-10,2023-03-29,CENTER,NEW,ACTIVE
INV0002606,CSN902606,CMP009,Booster Stator Assembly,ESN700051,2021-11-23,2023-02-07,CENTER,NEW,ACTIVE
INV0002607,CSN902607,CMP010,Booster Case,ESN700051,2021-11-11,2023-01-01,CENTER,NEW,ACTIVE
INV0002608,CSN902608,CMP011,HPC Stage 1 Disk,ESN700051,2021-11-12,2023-06-28,STAGE1,NEW,ACTIVE
INV0002609,CSN902609,CMP012,HPC Stage 2 Disk,ESN700051,2022-11-29,2023-05-28,STAGE2,NEW,ACTIVE
INV0002610,CSN902610,CMP013,HPC Stage 3 Disk,ESN700051,2022-12-22,2023-06-06,STAGE3,NEW,ACTIVE
INV0002611,CSN902611,CMP014,HPC Stage 4 Disk,ESN700051,2022-08-21,2023-02-22,STAGE4,NEW,ACTIVE
INV0002612,CSN902612,CMP015,HPC Stage 5 Disk,ESN700051,2021-05-10,2023-05-02,STAGE5,NEW,ACTIVE
INV0002613,CSN902613,CMP016,HPC Rotor Shaft,ESN700051,2021-08-02,2023-05-06,CENTER,NEW,ACTIVE
INV0002614,CSN902614,CMP018,Variable Stator Vane Assembly,ESN700051,2021-06-03,2023-02-25,CENTER,NEW,ACTIVE
INV0002615,CSN902615,CMP019,HPC Case,ESN700051,2021-09-25,2023-05-10,CENTER,NEW,ACTIVE
INV0002616,CSN902616,CMP020,Combustor Liner,ESN700051,2021-05-22,2023-02-10,CENTER,NEW,ACTIVE
INV0002617,CSN902617,CMP022,Dome Assembly,ESN700051,2022-08-26,2023-06-21,CENTER,NEW,ACTIVE
INV0002618,CSN902618,CMP024,HPT Stage 1 Disk,ESN700051,2021-03-09,2023-03-02,STAGE1,NEW,ACTIVE
INV0002619,CSN902619,CMP025,HPT Stage 2 Disk,ESN700051,2022-07-21,2023-01-30,STAGE2,NEW,ACTIVE
INV0002620,CSN902620,CMP028,HPT Shroud,ESN700051,2022-07-04,2023-06-19,CENTER,NEW,ACTIVE
INV0002621,CSN902621,CMP029,LPT Shaft,ESN700051,2021-01-01,2023-02-27,CENTER,NEW,ACTIVE
INV0002622,CSN902622,CMP030,LPT Stage 1 Disk,ESN700051,2022-08-23,2023-02-14,STAGE1,NEW,ACTIVE
INV0002623,CSN902623,CMP031,LPT Stage 2 Disk,ESN700051,2021-06-18,2023-06-23,STAGE2,NEW,ACTIVE
INV0002624,CSN902624,CMP034,Turbine Rear Frame,ESN700051,2021-10-21,2023-04-22,CENTER,NEW,ACTIVE
INV0002625,CSN902625,CMP035,Fuel Pump,ESN700051,2021-09-27,2023-02-21,CENTER,NEW,ACTIVE
INV0002626,CSN902626,CMP036,Hydromechanical Unit (HMU),ESN700051,2021-11-20,2023-01-09,CENTER,NEW,ACTIVE
INV0002627,CSN902627,CMP037,Fuel Filter,ESN700051,2021-11-28,2023-06-13,CENTER,NEW,ACTIVE
INV0002628,CSN902628,CMP038,Fuel Shutoff Valve,ESN700051,2021-09-03,2023-05-07,CENTER,NEW,ACTIVE
INV0002629,CSN902629,CMP039,Fuel Manifold,ESN700051,2021-04-16,2023-03-07,CENTER,NEW,ACTIVE
INV0002630,CSN902630,CMP040,Ignition Exciter,ESN700051,2022-09-01,2023-06-03,CENTER,NEW,ACTIVE
INV0002631,CSN902631,CMP041,Igniter Plug A,ESN700051,2021-12-02,2023-03-22,A,NEW,ACTIVE
INV0002632,CSN902632,CMP042,Igniter Plug B,ESN700051,2022-03-28,2023-03-07,B,NEW,ACTIVE
INV0002633,CSN902633,CMP043,Variable Bleed Valve (VBV),ESN700051,2021-07-20,2023-06-05,CENTER,NEW,ACTIVE
INV0002634,CSN902634,CMP044,VBV Actuator,ESN700051,2021-09-16,2023-03-08,CENTER,NEW,ACTIVE
INV0002635,CSN902635,CMP045,High Stage Bleed Valve,ESN700051,2021-07-15,2023-03-30,CENTER,NEW,ACTIVE
INV0002636,CSN902636,CMP046,Start Valve,ESN700051,2021-12-09,2023-02-19,CENTER,NEW,ACTIVE
INV0002637,CSN902637,CMP047,Exhaust Nozzle,ESN700051,2022-04-26,2023-05-12,CENTER,NEW,ACTIVE
INV0002638,CSN902638,CMP048,Exhaust Mixer,ESN700051,2022-01-29,2023-06-15,CENTER,NEW,ACTIVE
INV0002639,CSN902639,CMP049,Oil Pump,ESN700051,2022-01-21,2022-12-30,CENTER,NEW,ACTIVE
INV0002640,CSN902640,CMP050,Scavenge Pump,ESN700051,2022-05-03,2023-02-14,CENTER,NEW,ACTIVE
INV0002641,CSN902641,CMP051,Oil Filter,ESN700051,2021-05-16,2023-03-30,CENTER,NEW,ACTIVE
INV0002642,CSN902642,CMP052,Oil Pressure Transmitter,ESN700051,2022-05-15,2023-01-29,CENTER,NEW,ACTIVE
INV0002643,CSN902643,CMP053,Oil Temperature Sensor,ESN700051,2021-11-24,2023-01-15,CENTER,NEW,ACTIVE
INV0002644,CSN902644,CMP054,EGT Thermocouple Harness,ESN700051,2022-10-26,2023-04-17,CENTER,NEW,ACTIVE
INV0002645,CSN902645,CMP055,N1 Speed Sensor,ESN700051,2022-11-16,2023-03-08,CENTER,NEW,ACTIVE
INV0002646,CSN902646,CMP056,N2 Speed Sensor,ESN700051,2021-12-31,2023-06-09,CENTER,NEW,ACTIVE
INV0002647,CSN902647,CMP057,Vibration Sensor,ESN700051,2021-11-21,2023-01-26,CENTER,NEW,ACTIVE
INV0002648,CSN902648,CMP058,Chip Detector,ESN700051,2022-08-14,2023-02-25,CENTER,NEW,ACTIVE
INV0002649,CSN902649,CMP059,Accessory Gearbox,ESN700051,2022-05-19,2023-01-04,CENTER,NEW,ACTIVE
INV0002650,CSN902650,CMP060,Starter,ESN700051,2022-11-04,2023-02-19,CENTER,NEW,ACTIVE
INV0002651,CSN902651,CMP061,Integrated Drive Generator (IDG) Drive Pad,ESN700051,2021-10-09,2023-03-07,CENTER,NEW,ACTIVE
INV0002652,CSN902652,CMP062,Hydraulic Pump Drive Pad,ESN700051,2022-08-28,2023-06-05,CENTER,NEW,ACTIVE
INV0002653,CSN902653,CMP001,Fan Disk,ESN700052,2022-11-24,2023-06-11,CENTER,NEW,ACTIVE
INV0002654,CSN902654,CMP002,Fan Shaft,ESN700052,2021-12-08,2023-03-25,CENTER,NEW,ACTIVE
INV0002655,CSN902655,CMP005,Fan Case,ESN700052,2022-10-23,2023-06-03,CENTER,NEW,ACTIVE
INV0002656,CSN902656,CMP006,Spinner Cone,ESN700052,2021-03-27,2023-04-27,CENTER,NEW,ACTIVE
INV0002657,CSN902657,CMP007,Booster Rotor,ESN700052,2021-10-16,2023-04-18,CENTER,NEW,ACTIVE
INV0002658,CSN902658,CMP009,Booster Stator Assembly,ESN700052,2021-10-14,2023-03-19,CENTER,NEW,ACTIVE
INV0002659,CSN902659,CMP010,Booster Case,ESN700052,2021-05-04,2023-02-16,CENTER,NEW,ACTIVE
INV0002660,CSN902660,CMP011,HPC Stage 1 Disk,ESN700052,2022-01-12,2023-06-10,STAGE1,NEW,ACTIVE
INV0002661,CSN902661,CMP012,HPC Stage 2 Disk,ESN700052,2021-03-23,2023-01-15,STAGE2,NEW,ACTIVE
INV0002662,CSN902662,CMP013,HPC Stage 3 Disk,ESN700052,2022-03-28,2023-02-27,STAGE3,NEW,ACTIVE
INV0002663,CSN902663,CMP014,HPC Stage 4 Disk,ESN700052,2022-08-31,2023-01-26,STAGE4,NEW,ACTIVE
INV0002664,CSN902664,CMP015,HPC Stage 5 Disk,ESN700052,2021-10-22,2023-01-17,STAGE5,NEW,ACTIVE
INV0002665,CSN902665,CMP016,HPC Rotor Shaft,ESN700052,2022-10-09,2023-02-05,CENTER,NEW,ACTIVE
INV0002666,CSN902666,CMP018,Variable Stator Vane Assembly,ESN700052,2022-11-07,2023-04-23,CENTER,NEW,ACTIVE
INV0002667,CSN902667,CMP019,HPC Case,ESN700052,2022-02-11,2023-01-10,CENTER,NEW,ACTIVE
INV0002668,CSN902668,CMP020,Combustor Liner,ESN700052,2021-10-12,2023-01-03,CENTER,NEW,ACTIVE
INV0002669,CSN902669,CMP022,Dome Assembly,ESN700052,2021-10-01,2023-06-13,CENTER,NEW,ACTIVE
INV0002670,CSN902670,CMP024,HPT Stage 1 Disk,ESN700052,2022-04-24,2023-02-03,STAGE1,NEW,ACTIVE
INV0002671,CSN902671,CMP025,HPT Stage 2 Disk,ESN700052,2021-01-31,2023-01-22,STAGE2,NEW,ACTIVE
INV0002672,CSN902672,CMP028,HPT Shroud,ESN700052,2021-07-14,2023-05-08,CENTER,NEW,ACTIVE
INV0002673,CSN902673,CMP029,LPT Shaft,ESN700052,2022-02-08,2023-04-24,CENTER,NEW,ACTIVE
INV0002674,CSN902674,CMP030,LPT Stage 1 Disk,ESN700052,2022-11-17,2023-01-15,STAGE1,NEW,ACTIVE
INV0002675,CSN902675,CMP031,LPT Stage 2 Disk,ESN700052,2021-07-28,2023-04-28,STAGE2,NEW,ACTIVE
INV0002676,CSN902676,CMP034,Turbine Rear Frame,ESN700052,2022-11-02,2023-04-12,CENTER,NEW,ACTIVE
INV0002677,CSN902677,CMP035,Fuel Pump,ESN700052,2021-12-20,2023-06-20,CENTER,NEW,ACTIVE
INV0002678,CSN902678,CMP036,Hydromechanical Unit (HMU),ESN700052,2022-01-13,2023-04-27,CENTER,NEW,ACTIVE
INV0002679,CSN902679,CMP037,Fuel Filter,ESN700052,2022-02-26,2023-06-01,CENTER,NEW,ACTIVE
INV0002680,CSN902680,CMP038,Fuel Shutoff Valve,ESN700052,2021-03-24,2023-03-15,CENTER,NEW,ACTIVE
INV0002681,CSN902681,CMP039,Fuel Manifold,ESN700052,2021-01-15,2023-05-28,CENTER,NEW,ACTIVE
INV0002682,CSN902682,CMP040,Ignition Exciter,ESN700052,2022-01-23,2023-05-21,CENTER,NEW,ACTIVE
INV0002683,CSN902683,CMP041,Igniter Plug A,ESN700052,2021-08-20,2023-05-19,A,NEW,ACTIVE
INV0002684,CSN902684,CMP042,Igniter Plug B,ESN700052,2022-12-07,2023-02-19,B,NEW,ACTIVE
INV0002685,CSN902685,CMP043,Variable Bleed Valve (VBV),ESN700052,2021-05-30,2023-06-09,CENTER,NEW,ACTIVE
INV0002686,CSN902686,CMP044,VBV Actuator,ESN700052,2022-07-13,2023-06-17,CENTER,NEW,ACTIVE
INV0002687,CSN902687,CMP045,High Stage Bleed Valve,ESN700052,2021-07-26,2023-01-05,CENTER,NEW,ACTIVE
INV0002688,CSN902688,CMP046,Start Valve,ESN700052,2022-06-02,2023-06-24,CENTER,NEW,ACTIVE
INV0002689,CSN902689,CMP047,Exhaust Nozzle,ESN700052,2022-10-07,2023-01-25,CENTER,NEW,ACTIVE
INV0002690,CSN902690,CMP048,Exhaust Mixer,ESN700052,2022-06-21,2023-02-02,CENTER,NEW,ACTIVE
INV0002691,CSN902691,CMP049,Oil Pump,ESN700052,2022-08-14,2023-06-24,CENTER,NEW,ACTIVE
INV0002692,CSN902692,CMP050,Scavenge Pump,ESN700052,2022-09-19,2023-02-01,CENTER,NEW,ACTIVE
INV0002693,CSN902693,CMP051,Oil Filter,ESN700052,2021-12-08,2023-06-06,CENTER,NEW,ACTIVE
INV0002694,CSN902694,CMP052,Oil Pressure Transmitter,ESN700052,2021-08-21,2023-05-29,CENTER,NEW,ACTIVE
INV0002695,CSN902695,CMP053,Oil Temperature Sensor,ESN700052,2021-01-13,2023-03-17,CENTER,NEW,ACTIVE
INV0002696,CSN902696,CMP054,EGT Thermocouple Harness,ESN700052,2022-09-11,2023-03-20,CENTER,NEW,ACTIVE
INV0002697,CSN902697,CMP055,N1 Speed Sensor,ESN700052,2021-06-19,2023-03-21,CENTER,NEW,ACTIVE
INV0002698,CSN902698,CMP056,N2 Speed Sensor,ESN700052,2022-05-30,2023-01-12,CENTER,NEW,ACTIVE
INV0002699,CSN902699,CMP057,Vibration Sensor,ESN700052,2022-01-10,2023-03-13,CENTER,NEW,ACTIVE
INV0002700,CSN902700,CMP058,Chip Detector,ESN700052,2021-01-06,2023-06-16,CENTER,NEW,ACTIVE
INV0002701,CSN902701,CMP059,Accessory Gearbox,ESN700052,2021-10-02,2023-03-10,CENTER,NEW,ACTIVE
INV0002702,CSN902702,CMP060,Starter,ESN700052,2021-10-07,2023-02-23,CENTER,NEW,ACTIVE
INV0002703,CSN902703,CMP061,Integrated Drive Generator (IDG) Drive Pad,ESN700052,2021-06-02,2023-01-01,CENTER,NEW,ACTIVE
INV0002704,CSN902704,CMP062,Hydraulic Pump Drive Pad,ESN700052,2022-05-24,2023-01-19,CENTER,NEW,ACTIVE
INV0002705,CSN902705,CMP001,Fan Disk,ESN700053,2022-01-02,2023-06-09,CENTER,NEW,ACTIVE
INV0002706,CSN902706,CMP002,Fan Shaft,ESN700053,2021-09-15,2023-06-13,CENTER,NEW,ACTIVE
INV0002707,CSN902707,CMP005,Fan Case,ESN700053,2022-03-16,2023-05-20,CENTER,NEW,ACTIVE
INV0002708,CSN902708,CMP006,Spinner Cone,ESN700053,2021-01-19,2023-03-24,CENTER,NEW,ACTIVE
INV0002709,CSN902709,CMP007,Booster Rotor,ESN700053,2022-01-21,2023-05-21,CENTER,NEW,ACTIVE
INV0002710,CSN902710,CMP009,Booster Stator Assembly,ESN700053,2022-10-19,2023-05-31,CENTER,NEW,ACTIVE
INV0002711,CSN902711,CMP010,Booster Case,ESN700053,2021-09-25,2023-04-06,CENTER,NEW,ACTIVE
INV0002712,CSN902712,CMP011,HPC Stage 1 Disk,ESN700053,2021-09-23,2023-05-20,STAGE1,NEW,ACTIVE
INV0002713,CSN902713,CMP012,HPC Stage 2 Disk,ESN700053,2022-11-01,2023-03-31,STAGE2,NEW,ACTIVE
INV0002714,CSN902714,CMP013,HPC Stage 3 Disk,ESN700053,2021-11-09,2023-02-26,STAGE3,NEW,ACTIVE
INV0002715,CSN902715,CMP014,HPC Stage 4 Disk,ESN700053,2022-10-21,2023-04-01,STAGE4,NEW,ACTIVE
INV0002716,CSN902716,CMP015,HPC Stage 5 Disk,ESN700053,2021-02-09,2023-04-30,STAGE5,NEW,ACTIVE
INV0002717,CSN902717,CMP016,HPC Rotor Shaft,ESN700053,2022-12-11,2023-01-16,CENTER,NEW,ACTIVE
INV0002718,CSN902718,CMP018,Variable Stator Vane Assembly,ESN700053,2022-04-15,2023-05-01,CENTER,NEW,ACTIVE
INV0002719,CSN902719,CMP019,HPC Case,ESN700053,2022-02-23,2023-04-23,CENTER,NEW,ACTIVE
INV0002720,CSN902720,CMP020,Combustor Liner,ESN700053,2022-01-14,2023-01-11,CENTER,NEW,ACTIVE
INV0002721,CSN902721,CMP022,Dome Assembly,ESN700053,2022-05-26,2023-06-03,CENTER,NEW,ACTIVE
INV0002722,CSN902722,CMP024,HPT Stage 1 Disk,ESN700053,2022-09-26,2023-01-26,STAGE1,NEW,ACTIVE
INV0002723,CSN902723,CMP025,HPT Stage 2 Disk,ESN700053,2021-08-17,2023-03-24,STAGE2,NEW,ACTIVE
INV0002724,CSN902724,CMP028,HPT Shroud,ESN700053,2022-04-10,2023-05-27,CENTER,NEW,ACTIVE
INV0002725,CSN902725,CMP029,LPT Shaft,ESN700053,2021-03-04,2023-05-01,CENTER,NEW,ACTIVE
INV0002726,CSN902726,CMP030,LPT Stage 1 Disk,ESN700053,2022-08-08,2023-01-06,STAGE1,NEW,ACTIVE
INV0002727,CSN902727,CMP031,LPT Stage 2 Disk,ESN700053,2021-03-05,2023-01-11,STAGE2,NEW,ACTIVE
INV0002728,CSN902728,CMP034,Turbine Rear Frame,ESN700053,2022-12-28,2023-04-22,CENTER,NEW,ACTIVE
INV0002729,CSN902729,CMP035,Fuel Pump,ESN700053,2022-06-29,2023-04-17,CENTER,NEW,ACTIVE
INV0002730,CSN902730,CMP036,Hydromechanical Unit (HMU),ESN700053,2021-10-10,2023-01-28,CENTER,NEW,ACTIVE
INV0002731,CSN902731,CMP037,Fuel Filter,ESN700053,2022-03-07,2023-04-17,CENTER,NEW,ACTIVE
INV0002732,CSN902732,CMP038,Fuel Shutoff Valve,ESN700053,2021-05-02,2023-01-26,CENTER,NEW,ACTIVE
INV0002733,CSN902733,CMP039,Fuel Manifold,ESN700053,2021-08-22,2023-06-13,CENTER,NEW,ACTIVE
INV0002734,CSN902734,CMP040,Ignition Exciter,ESN700053,2021-01-03,2023-02-26,CENTER,NEW,ACTIVE
INV0002735,CSN902735,CMP041,Igniter Plug A,ESN700053,2021-12-23,2023-05-08,A,NEW,ACTIVE
INV0002736,CSN902736,CMP042,Igniter Plug B,ESN700053,2021-12-22,2023-05-04,B,NEW,ACTIVE
INV0002737,CSN902737,CMP043,Variable Bleed Valve (VBV),ESN700053,2021-03-15,2023-02-27,CENTER,NEW,ACTIVE
INV0002738,CSN902738,CMP044,VBV Actuator,ESN700053,2021-03-24,2023-03-06,CENTER,NEW,ACTIVE
INV0002739,CSN902739,CMP045,High Stage Bleed Valve,ESN700053,2021-05-31,2023-04-06,CENTER,NEW,ACTIVE
INV0002740,CSN902740,CMP046,Start Valve,ESN700053,2022-09-27,2023-06-02,CENTER,NEW,ACTIVE
INV0002741,CSN902741,CMP047,Exhaust Nozzle,ESN700053,2021-01-18,2023-04-16,CENTER,NEW,ACTIVE
INV0002742,CSN902742,CMP048,Exhaust Mixer,ESN700053,2021-07-25,2023-01-17,CENTER,NEW,ACTIVE
INV0002743,CSN902743,CMP049,Oil Pump,ESN700053,2021-05-11,2023-02-02,CENTER,NEW,ACTIVE
INV0002744,CSN902744,CMP050,Scavenge Pump,ESN700053,2021-10-21,2023-05-02,CENTER,NEW,ACTIVE
INV0002745,CSN902745,CMP051,Oil Filter,ESN700053,2021-03-28,2023-03-31,CENTER,NEW,ACTIVE
INV0002746,CSN902746,CMP052,Oil Pressure Transmitter,ESN700053,2022-01-13,2023-04-26,CENTER,NEW,ACTIVE
INV0002747,CSN902747,CMP053,Oil Temperature Sensor,ESN700053,2022-10-22,2023-06-10,CENTER,NEW,ACTIVE
INV0002748,CSN902748,CMP054,EGT Thermocouple Harness,ESN700053,2021-09-04,2023-05-07,CENTER,NEW,ACTIVE
INV0002749,CSN902749,CMP055,N1 Speed Sensor,ESN700053,2022-10-07,2023-06-10,CENTER,NEW,ACTIVE
INV0002750,CSN902750,CMP056,N2 Speed Sensor,ESN700053,2022-05-30,2023-06-19,CENTER,NEW,ACTIVE
INV0002751,CSN902751,CMP057,Vibration Sensor,ESN700053,2021-07-22,2023-06-21,CENTER,NEW,ACTIVE
INV0002752,CSN902752,CMP058,Chip Detector,ESN700053,2022-12-20,2023-02-26,CENTER,NEW,ACTIVE
INV0002753,CSN902753,CMP059,Accessory Gearbox,ESN700053,2022-08-23,2023-06-06,CENTER,NEW,ACTIVE
INV0002754,CSN902754,CMP060,Starter,ESN700053,2022-12-13,2023-01-18,CENTER,NEW,ACTIVE
INV0002755,CSN902755,CMP061,Integrated Drive Generator (IDG) Drive Pad,ESN700053,2022-08-27,2023-02-17,CENTER,NEW,ACTIVE
INV0002756,CSN902756,CMP062,Hydraulic Pump Drive Pad,ESN700053,2022-11-26,2023-02-17,CENTER,NEW,ACTIVE
INV0002757,CSN902757,CMP001,Fan Disk,ESN700054,2021-02-17,2023-02-04,CENTER,NEW,ACTIVE
INV0002758,CSN902758,CMP002,Fan Shaft,ESN700054,2021-05-16,2023-05-27,CENTER,NEW,ACTIVE
INV0002759,CSN902759,CMP005,Fan Case,ESN700054,2021-09-16,2023-06-25,CENTER,NEW,ACTIVE
INV0002760,CSN902760,CMP006,Spinner Cone,ESN700054,2021-11-25,2023-05-15,CENTER,NEW,ACTIVE
INV0002761,CSN902761,CMP007,Booster Rotor,ESN700054,2022-09-01,2023-05-02,CENTER,NEW,ACTIVE
INV0002762,CSN902762,CMP009,Booster Stator Assembly,ESN700054,2021-11-11,2023-05-30,CENTER,NEW,ACTIVE
INV0002763,CSN902763,CMP010,Booster Case,ESN700054,2021-03-20,2023-05-24,CENTER,NEW,ACTIVE
INV0002764,CSN902764,CMP011,HPC Stage 1 Disk,ESN700054,2022-04-13,2023-06-28,STAGE1,NEW,ACTIVE
INV0002765,CSN902765,CMP012,HPC Stage 2 Disk,ESN700054,2022-01-20,2023-05-30,STAGE2,NEW,ACTIVE
INV0002766,CSN902766,CMP013,HPC Stage 3 Disk,ESN700054,2022-09-16,2023-03-07,STAGE3,NEW,ACTIVE
INV0002767,CSN902767,CMP014,HPC Stage 4 Disk,ESN700054,2021-06-24,2023-06-14,STAGE4,NEW,ACTIVE
INV0002768,CSN902768,CMP015,HPC Stage 5 Disk,ESN700054,2021-05-20,2023-02-25,STAGE5,NEW,ACTIVE
INV0002769,CSN902769,CMP016,HPC Rotor Shaft,ESN700054,2022-07-18,2023-06-24,CENTER,NEW,ACTIVE
INV0002770,CSN902770,CMP018,Variable Stator Vane Assembly,ESN700054,2022-03-15,2023-02-05,CENTER,NEW,ACTIVE
INV0002771,CSN902771,CMP019,HPC Case,ESN700054,2021-08-07,2023-01-02,CENTER,NEW,ACTIVE
INV0002772,CSN902772,CMP020,Combustor Liner,ESN700054,2022-05-29,2023-04-25,CENTER,NEW,ACTIVE
INV0002773,CSN902773,CMP022,Dome Assembly,ESN700054,2022-01-17,2023-05-06,CENTER,NEW,ACTIVE
INV0002774,CSN902774,CMP024,HPT Stage 1 Disk,ESN700054,2021-07-02,2023-02-07,STAGE1,NEW,ACTIVE
INV0002775,CSN902775,CMP025,HPT Stage 2 Disk,ESN700054,2022-07-30,2023-01-27,STAGE2,NEW,ACTIVE
INV0002776,CSN902776,CMP028,HPT Shroud,ESN700054,2021-01-20,2023-02-11,CENTER,NEW,ACTIVE
INV0002777,CSN902777,CMP029,LPT Shaft,ESN700054,2021-10-08,2023-06-14,CENTER,NEW,ACTIVE
INV0002778,CSN902778,CMP030,LPT Stage 1 Disk,ESN700054,2021-09-30,2023-01-03,STAGE1,NEW,ACTIVE
INV0002779,CSN902779,CMP031,LPT Stage 2 Disk,ESN700054,2021-02-06,2023-06-03,STAGE2,NEW,ACTIVE
INV0002780,CSN902780,CMP034,Turbine Rear Frame,ESN700054,2022-03-25,2023-03-01,CENTER,NEW,ACTIVE
INV0002781,CSN902781,CMP035,Fuel Pump,ESN700054,2021-08-10,2023-03-20,CENTER,NEW,ACTIVE
INV0002782,CSN902782,CMP036,Hydromechanical Unit (HMU),ESN700054,2021-06-26,2023-06-18,CENTER,NEW,ACTIVE
INV0002783,CSN902783,CMP037,Fuel Filter,ESN700054,2021-09-13,2023-02-04,CENTER,NEW,ACTIVE
INV0002784,CSN902784,CMP038,Fuel Shutoff Valve,ESN700054,2021-08-29,2023-01-02,CENTER,NEW,ACTIVE
INV0002785,CSN902785,CMP039,Fuel Manifold,ESN700054,2021-09-17,2023-03-27,CENTER,NEW,ACTIVE
INV0002786,CSN902786,CMP040,Ignition Exciter,ESN700054,2021-05-04,2023-01-20,CENTER,NEW,ACTIVE
INV0002787,CSN902787,CMP041,Igniter Plug A,ESN700054,2021-06-16,2023-06-03,A,NEW,ACTIVE
INV0002788,CSN902788,CMP042,Igniter Plug B,ESN700054,2021-09-22,2023-01-03,B,NEW,ACTIVE
INV0002789,CSN902789,CMP043,Variable Bleed Valve (VBV),ESN700054,2022-08-08,2023-02-19,CENTER,NEW,ACTIVE
INV0002790,CSN902790,CMP044,VBV Actuator,ESN700054,2021-11-03,2023-05-24,CENTER,NEW,ACTIVE
